Actual_Sales,Predicted_Sales,Difference
7196.09,2291.8665,4904.223544921875
7757.34,44.229557,7713.110442962647
37671.6,30175.018,7496.5824218749985
7245.4,1708.2136,5537.186376953125
6022.55,32.19354,5990.356461334229
4607.43,39.308533,4568.1214672851565
8261.55,3241.5156,5020.034374999999
4850.44,46.656708,4803.783292236328
19984.72,12558.092,7426.628203125001
5708.04,25.167053,5682.872946777344
657.66,57.27813,600.3818704223632
45.53,70.42746,-24.897459716796874
10515.0,32.623955,10482.37604522705
9844.95,1857.5051,7987.444873046876
50.0,73.90793,-23.907928466796875
17849.34,8401.26,9448.080234375
337.67,62.63304,275.0369586181641
9824.98,6685.2197,3139.7602734374996
30534.29,20642.264,9892.026328125
32125.88,25852.785,6273.094843750001
2819.54,42.583946,2776.9560537719726
10624.5,1977.9236,8646.576416015625
47382.94,34577.258,12805.682187500002
10101.43,3952.7024,6148.727607421875
5164.1,33.003616,5131.096383666993
6099.12,31.138416,6067.981583709717
13394.97,9459.523,3935.4465624999993
3293.0,58.65892,3234.341079711914
802.83,62.01155,740.8184490966797
34693.27,28465.814,6227.455546874997
13226.68,6784.9346,6441.7454296875
834.5,54.57247,779.9275283813477
10632.88,5315.4595,5317.420527343749
27.0,71.29748,-44.29747772216797
21740.62,11459.898,10280.721562499999
12501.63,7355.585,5146.045039062499
15599.2,7080.0854,8519.11455078125
1866.58,55.955635,1810.6243649291991
3863.08,42.326756,3820.7532444763183
3142.88,62.36023,3080.5197705078126
42.17,67.95623,-25.786230163574217
14091.61,10151.911,3939.6988671875006
3902.56,33.940147,3868.6198526000976
82267.42,69865.516,12401.904374999998
852.04,66.16023,785.8797674560547
3533.94,41.14094,3492.799058380127
36377.97,23671.195,12706.774687500001
708.0,64.366234,643.6337661743164
1347.24,66.72567,1280.5143301391602
40614.33,25086.545,15527.785078125002
143.99,91.34092,52.6490805053711
9154.67,2755.2268,6399.443193359375
5795.37,1790.4152,4004.9548388671874
912.37,62.07675,850.2932482910156
97779.94,70954.875,26825.065000000002
6688.94,23.195648,6665.74435180664
34016.63,18648.143,15368.487421874997
31049.19,19726.693,11322.496640624999
43649.87,24053.682,19596.188359375003
20398.08,13926.431,6471.649335937502
30.83,68.84768,-38.017679138183595
1410.32,55.502937,1354.8170626831054
87813.8,74931.07,12882.729687500003
1040.0,55.26937,984.7306289672852
9002.55,2100.6003,6901.949658203124
1817.7,54.765923,1762.9340774536133
28458.27,23067.791,5390.478984375
6588.53,4346.8857,2241.6442578124997
18001.78,5695.999,12305.780976562499
74.24,65.23769,9.002306213378901
7279.72,2420.1116,4859.608427734375
75566.08,65964.14,9601.939375000002
2036.5,906.5729,1129.9271240234375
5403.39,25.78874,5377.601259841919
23477.9,18286.127,5191.7730468750015
318.88,64.37633,254.50367248535156
17373.04,72.63929,17300.400710144044
22058.23,11964.627,10093.603046875
13671.99,13871.328,-199.33812500000022
35060.29,23257.744,11802.545859375
351.9,72.03241,279.8675903320312
2786.68,45.915077,2740.764922790527
17070.47,9510.05,7560.420195312501
1317.31,59.556046,1257.7539544677734
44652.82,34175.797,10477.023125
74813.23,59879.79,14933.440937499996
10909.8,5527.1484,5382.651562499999
4410.59,36.195087,4374.394912567139
16245.2,9343.398,6901.801562500001
11506.22,2553.0847,8953.135283203124
55026.43,42727.316,12299.11359375
2468.0,46.6773,2421.3227005004883
6818.12,3105.8933,3712.226689453125
27683.77,18282.373,9401.396953125
4868.21,28.487827,4839.722172698975
16.0,67.41568,-51.415679931640625
77.34,63.69671,13.643291320800785
29.64,72.28972,-42.64971862792969
14230.96,10942.021,3288.938515624999
20465.01,13344.354,7120.656484374998
3349.08,37.243774,3311.8362255859374
6788.71,663.00555,6125.704445800781
3.36,69.7111,-66.35109771728516
3947.38,59.78949,3887.5905102539064
3630.93,34.96003,3595.969970397949
6471.18,30.71408,6440.465919189453
6014.17,523.7885,5490.381486816406
1529.52,55.86271,1473.6572909545898
49707.56,38733.156,10974.403749999998
5998.53,144.02374,5854.5062573242185
711.29,66.42804,644.8619604492187
40.35,69.95924,-29.60924377441406
93378.35,48964.99,44413.361718750006
46431.78,39104.19,7327.588593749999
11674.51,3643.9285,8030.581533203125
13323.29,5432.034,7891.255820312501
5867.45,29.747469,5837.702531051636
6541.28,22.086262,6519.193738250732
7862.14,4499.6807,3362.4593359375003
35831.12,29306.953,6524.166875000003
334.4,64.37057,270.02943267822263
457.66,65.293106,392.36689392089846
23.4,68.00985,-44.609849548339845
24465.66,18181.69,6283.970546875
3791.14,31.463617,3759.6763826751708
1670.32,57.21064,1613.1093600463867
2916.09,50.075073,2866.0149267578126
9983.99,2950.7175,7033.272470703125
17254.52,9788.21,7466.3100390625
30997.56,20518.6,10478.960390625001
45574.37,33561.2,12013.170781250003
48.52,69.26086,-20.740856628417966
10514.5,64.9673,10449.532699584961
746.0,57.546707,688.4532928466797
11022.94,5192.963,5829.9771093750005
19843.97,10047.054,9796.916289062501
19.27,68.779205,-49.50920532226563
91.72,68.46159,23.25840637207031
4099.42,62.581223,4036.8387774658204
13216.19,5821.452,7394.7378515625005
5344.89,35.257828,5309.632172241211
33617.51,27516.354,6101.156484375002
15510.94,12612.066,2898.8735937500005
50.5,72.03218,-21.532180786132812
3133.69,43.908714,3089.7812857055665
4147.05,37.965218,4109.084782409668
7642.62,904.98804,6737.631962890625
1.0,64.24715,-63.24714660644531
12763.21,3085.0095,9678.200478515624
12996.09,6400.51,6595.580234375
11026.24,5561.866,5464.3737890625
3536.04,32.830273,3503.2097273254394
14763.73,10837.576,3926.1538281249996
13456.53,7838.086,5618.444062500001
11829.22,7026.4033,4802.816679687499
1236.97,61.32869,1175.6413104248047
39.24,67.38708,-28.147077331542967
9309.63,5238.1357,4071.494257812499
9485.02,35.091045,9449.928954620362
2712.36,47.492035,2664.8679650878908
9.0,65.170135,-56.170135498046875
297.0,62.043358,234.9566421508789
6908.37,2266.1558,4642.21423828125
2693.57,34.15587,2659.4141314697267
1571.6,57.052246,1514.54775390625
4390.0,48.28398,4341.716018676758
2802.07,44.55986,2757.510139770508
46.23,62.777122,-16.547122497558597
17.5,70.67433,-53.17433166503906
2340.46,49.51496,2290.9450387573243
4525.0,28.928104,4496.071895599365
42028.2,33411.73,8616.469531249997
18718.83,13428.756,5290.074140625002
76631.7,61170.535,15461.164843749997
3340.0,49.193535,3290.806465148926
2986.8,49.993813,2936.806187438965
228.8,66.411255,162.3887451171875
13589.04,7781.4595,5807.580527343751
2876.37,40.543907,2835.8260928344725
14764.55,7032.5166,7732.033398437499
55.38,72.01046,-16.63045989990234
172.9,67.82879,105.07121124267579
8118.67,542.76526,7575.904741210938
3377.45,47.125954,3330.3240463256834
53437.88,43683.45,9754.430781249997
58286.78,39622.316,18664.46359375
21.14,92.88419,-71.74419342041016
89384.14,66761.03,22623.10875
7445.16,3253.9675,4191.192470703125
5489.35,2853.5562,2635.7938476562504
340.0,66.57292,273.4270782470703
5266.57,915.5426,4351.027397460937
41829.88,30795.816,11034.063593749997
100761.89,61099.3,39662.58921875
83743.68,61836.984,21906.695624999993
18902.49,14458.965,4443.525156250002
19158.62,81.84889,19076.771107788085
42111.97,10071.723,32040.24734375
19756.34,8692.094,11064.24625
22650.74,17359.402,5291.337656250002
23782.6,15381.508,8401.092187499999
30132.22,28830.26,1301.9602343750012
67.5,72.89478,-5.394783020019531
1855.85,55.801086,1800.0489135742187
8.47,69.67688,-61.2068798828125
9268.45,5376.7256,3891.7244140625007
11802.09,6524.588,5277.502109375
1799.25,56.030014,1743.219985961914
41280.48,30924.707,10355.772968750003
518.32,65.22168,453.09832031250005
16251.9,8464.932,7786.968359375
3437.88,49.419823,3388.460177307129
1284.87,60.846077,1224.0239230346679
16923.76,9324.521,7599.238515624998
3.0,66.25543,-63.25543212890625
1.0,66.1229,-65.1229019165039
16583.02,8237.36,8345.6596484375
6868.35,1516.9526,5351.39736328125
491.0,68.11484,422.8851623535156
34350.12,23058.533,11291.586796875003
15817.84,9065.736,6752.103671875
8743.51,2408.8435,6334.666494140625
38.0,64.55795,-26.557952880859375
15583.5,7306.002,8277.498046875
71.47,70.22461,1.2453906249999989
10046.58,5132.4023,4914.17765625
31745.47,26118.596,5626.874296875001
6499.93,41.44199,6458.488010101319
3824.74,39.258736,3785.4812643432615
15789.49,8003.68,7785.80982421875
5436.05,2001.614,3434.435986328125
12594.56,5681.011,6913.5487695312495
8787.98,1579.2905,7208.68947265625
9734.42,2754.7258,6979.694169921875
912.12,58.383156,853.7368441772461
1277.19,57.52951,1219.6604895019532
7657.07,4069.3425,3587.7274707031247
1294.77,59.903305,1234.866694946289
703.95,58.480255,645.4697448730469
27150.62,18082.924,9067.696171874999
34871.29,24891.217,9980.073203125
12173.21,5373.3154,6799.894570312499
1346.51,57.544037,1288.9659631347656
5874.27,82.655396,5791.614604492188
6332.3,44.548965,6287.751034545899
1345.38,59.832825,1285.5471752929689
5887.3,1149.0104,4738.289624023438
1265.85,53.029297,1212.820703125
13345.4,6675.384,6670.0162109375
25.19,68.69928,-43.50927978515625
13127.85,7188.521,5939.32900390625
4532.97,27.140224,4505.829775543213
2026.82,52.28817,1974.53183013916
4949.39,45.162304,4904.22769607544
13596.26,6219.873,7376.386953125
22922.88,16618.791,6304.088984375001
26033.09,16525.922,9507.168125
2566.59,47.881287,2518.7087133789064
2927.08,55.444756,2871.6352444458007
683.34,61.124443,622.2155569458008
46710.96,35613.99,11096.97171875
430.0,64.02319,365.976806640625
4438.8,40.638794,4398.161206054688
1168.66,61.62742,1107.0325814819337
14.24,67.97196,-53.731961975097654
39.72,68.39341,-28.673409729003907
35063.24,25229.83,9833.409921874998
49419.1,33362.88,16056.221093749999
11248.31,3352.757,7895.5529199218745
7117.52,1089.137,6028.383037109375
7548.87,3155.392,4393.47791015625
1437.82,56.41813,1381.4018710327148
8336.58,390.65573,7945.924268798828
5825.84,303.75565,5522.084354248047
8848.57,2523.0051,6325.564873046875
13492.73,6129.885,7362.845234375
71807.64,39488.7,32318.94078125
14425.9,9909.211,4516.6890625
29.18,72.2538,-43.07379943847656
11683.79,2663.014,9020.776083984376
36688.54,18811.328,17877.211875
3093.21,65.44004,3027.769959411621
14.95,71.318115,-56.368115234375
9449.9,3720.225,5729.67490234375
66.26,69.689926,-3.4299261474609324
6420.0,33.878597,6386.1214027404785
14.96,75.85115,-60.89115051269531
4598.86,36.89792,4561.962081298828
13179.96,5402.703,7777.256874999999
13961.22,9129.406,4831.813749999999
701.79,65.54322,636.2467794799804
9449.8,4715.867,4733.932812499999
26611.53,16295.621,10315.908906249999
775.89,63.031273,712.8587271118164
3135.36,35.347244,3100.012755737305
23928.26,16029.566,7898.693593749998
3838.7,40.281517,3798.418482971191
2514.59,54.33506,2460.2549398803712
28738.36,21220.822,7517.537734375001
13824.65,9889.053,3935.5972656249996
11983.49,3348.966,8634.523935546875
30984.29,24448.76,6535.530234375001
1259.4,59.319473,1200.0805267333985
19391.14,8985.295,10405.845078125
7051.2,23.180222,7028.019778442383
11615.8,4630.3047,6985.495312499999
2326.84,54.648766,2272.1912344360353
4240.0,43.85191,4196.148090362549
46869.47,34252.152,12617.317656250001
4132.0,45.07596,4086.924041748047
14729.37,9390.617,5338.752812500001
2428.15,51.45671,2376.6932891845704
17737.49,15351.084,2386.4060156250016
19714.53,12428.434,7286.096406249999
12428.25,7997.875,4430.375
987.53,59.404167,928.125832824707
23950.61,16323.49,7627.119765625001
89902.11,59651.535,30250.57484375
30582.06,22332.346,8249.714296875001
554.4,61.302536,493.0974639892578
20753.96,12695.659,8058.300820312499
32526.35,28813.531,3712.8187499999985
112654.34,82852.41,29801.933749999997
2626.07,51.343445,2574.7265551757814
10.0,73.87069,-63.870689392089844
11101.23,1790.4473,9310.782734375
11995.62,4671.4995,7324.120488281251
388.83,65.644295,323.18570526123045
18360.77,10423.423,7937.3471484375
1533.49,54.322205,1479.1677954101563
55991.49,35927.215,20064.275156249998
249.73,67.669334,182.0606655883789
19353.65,12379.686,6973.9644531250015
51.98,67.61266,-15.632663269042972
5633.92,30.681765,5603.238235397339
2745.92,47.516457,2698.403543395996
187.99,73.68672,114.3032781982422
77.22,71.838806,5.381193847656249
15869.41,12083.494,3785.915859375
424.0,65.1951,358.8049011230469
38040.21,25428.18,12612.0303125
3490.17,45.086075,3445.0839251708985
4500.79,39.395935,4461.394064941406
52718.23,41412.37,11305.858906250003
54.0,72.20882,-18.208816528320312
8486.37,782.0492,7704.320805664063
2771.4,45.262413,2726.1375869750977
6707.76,97.41641,6610.343587646485
6142.46,274.69772,5867.762276611328
8116.74,3644.8652,4471.874765625
11436.09,5872.2363,5563.853671875
9560.68,330.1406,9230.539405517578
41729.3,26570.15,15159.149609375003
10174.73,4429.5967,5745.1333203125
39101.66,66.65081,39035.009189758304
24047.18,16660.39,7386.789375
46737.21,39048.41,7688.799843749999
54316.44,42412.02,11904.420468750002
30774.93,18455.72,12319.209296875
6391.83,114.103424,6277.726575927734
60400.77,45111.957,15288.812968749997
39210.6,25489.033,13721.566796874999
14449.35,4011.843,10437.506982421875
22605.22,14367.585,8237.635039062501
2439.27,1143.071,1296.198955078125
422.38,87.33658,335.04342163085937
7122.16,26.094215,7096.065784606933
4842.49,39.61819,4802.871809234619
31954.38,21236.814,10717.565546875001
8.67,69.64708,-60.977079467773436
49904.56,32210.92,17693.640078124998
2143.82,43.447807,2100.3721926879884
25484.28,16394.19,9090.090546874999
6086.14,35.247818,6050.892182006836
19202.5,9936.9,9265.599609375
570.46,63.2707,507.18930145263676
3934.8,45.980766,3888.8192337036135
2687.87,45.207333,2642.662667388916
1824.31,51.18271,1773.1272912597656
7832.82,2365.748,5467.071953125
7250.32,1953.904,5296.415947265625
93.82,68.333,25.486999816894524
1825.94,45.707657,1780.2323431396485
7518.95,1148.5513,6370.39873046875
6161.07,1522.8308,4638.239189453125
42252.4,29294.678,12957.722265625001
21262.77,15160.527,6102.24265625
264.0,67.83134,196.16866302490234
5722.04,1194.2683,4527.771689453125
695.74,59.68026,636.0597402954102
2145.3,52.77829,2092.5217102050783
37199.86,25956.463,11243.397109375
5798.05,32.26208,5765.78791885376
96.8,84.14235,12.657650756835935
15923.78,7397.989,8525.79123046875
2.5,64.262596,-61.762596130371094
23039.95,16253.074,6786.875781250001
7362.6,2136.4524,5226.147607421875
1882.03,56.119553,1825.9104473876953
1438.34,52.724045,1385.6159552001952
21.82,68.81815,-46.998153381347656
12432.06,3942.9685,8489.091494140624
1935.0,47.90091,1887.0990905761719
30242.26,25203.973,5038.287343749998
19437.23,13399.273,6037.9565625
0.06,67.6513,-67.59129852294922
872.08,66.23829,805.8417111206055
9289.23,5146.0645,4143.165546875
53.5,68.477264,-14.977264404296875
421.82,40.294075,381.52592498779296
8842.76,1017.2621,7825.497915039063
12452.84,6332.1562,6120.68375
17599.37,11022.233,6577.136601562499
4290.46,37.73605,4252.7239503479
23308.62,13434.773,9873.846562499999
19685.76,12783.156,6902.603749999998
3994.08,40.19696,3953.883039550781
2914.53,48.821945,2865.7080548095705
28705.89,26206.74,2499.1497656249994
74262.29,61412.344,12849.946249999994
3.5,70.554634,-67.05463409423828
31624.49,18807.064,12817.425546875002
63.0,68.464066,-5.4640655517578125
1435.96,56.982674,1378.9773263549805
187.56,64.74948,122.81051879882813
12147.46,6241.421,5906.039101562499
12089.63,5109.922,6979.708124999999
79.2,67.28055,11.919451904296878
5270.3,27.882008,5242.417992401123
2943.48,47.90365,2895.576351623535
23959.55,9684.311,14275.239453125
731.8,57.486473,674.3135269165039
19893.99,15209.27,4684.720468750002
11481.17,4203.623,7277.546953125
4150.1,40.54167,4109.558328247071
2678.65,49.69879,2628.951208496094
109.92,74.8609,35.05909912109375
1348.18,53.21157,1294.968429260254
2703.42,43.21157,2660.208429260254
18435.41,10916.482,7518.927578125
15044.9,6773.4487,8271.45126953125
4356.94,36.79046,4320.1495413208
7814.09,2863.7847,4950.30533203125
129.87,70.82624,59.04375946044922
20413.54,17839.318,2574.221640625001
34969.81,30614.502,4355.308046874998
7917.68,396.33542,7521.344581298828
95.88,68.692,27.187998657226558
4850.87,335.74594,4515.1240588378905
721.39,59.13163,662.2583700561523
9020.28,5065.075,3955.2048046875007
2206.5,53.896454,2152.603546142578
3876.24,38.296066,3837.94393371582
44937.24,33827.973,11109.267343749998
4461.0,38.869926,4422.130073547363
2971.0,60.6187,2910.381301879883
6147.43,44.176647,6103.253352813721
13697.15,6705.766,6991.38388671875
50590.18,32128.795,18461.385078125
116.29,74.955,41.33499816894532
18592.7,10074.037,8518.662890625
3093.57,41.71482,3051.8551791381838
21603.18,12666.358,8936.8216015625
3611.38,48.134964,3563.2450360107423
9636.75,2629.5022,7007.247802734375
66281.59,57909.895,8371.695468749997
50292.0,31052.576,19239.423828125
8.91,72.87972,-63.96972259521485
485.49,58.78662,426.70337890625
11692.26,4282.825,7409.4348046875
3853.08,40.04232,3813.037679748535
128.49,68.6612,59.82879852294923
11.47,66.60623,-55.136231689453126
13652.43,6596.746,7055.68390625
44553.07,19395.541,25157.528984375
937.16,65.16356,871.996441040039
35278.16,28151.756,7126.4041406250035
207.25,67.824905,139.4250946044922
5213.45,340.60336,4872.84663696289
24131.65,15497.219,8634.431250000001
892.16,66.74549,825.4145089721679
3046.42,42.675747,3003.7442530822755
33992.71,27504.076,6488.633828124999
6567.06,522.7241,6044.33587890625
36076.26,26332.592,9743.668203125002
7032.37,862.452,6169.917973632812
10988.62,7158.895,3829.724980468751
7103.84,1144.7996,5959.040439453125
5960.76,24.849905,5935.910094985962
6083.0,49.98919,6033.010810852051
11.88,73.513756,-61.63375579833984
1485.26,46.285995,1438.9740045166016
132.0,73.3062,58.69380187988281
90.72,67.694855,23.025145263671874
93.52,67.426506,26.093493957519527
9962.35,3847.6511,6114.698876953125
487.48,63.331337,424.14866302490236
31169.42,11186.184,19983.23640625
66687.72,81.19662,66606.52338287354
14270.84,7725.922,6544.918125
41.58,70.31185,-28.731851501464845
12959.36,6170.6504,6788.709609375001
35974.38,20639.31,15335.069453124997
4628.09,27.96307,4600.126930084229
612.14,65.853546,546.2864538574219
12094.4,5848.828,6245.571875
25633.42,13195.68,12437.740312499998
1548.86,56.243034,1492.616965637207
704.0,67.85977,636.1402282714844
10611.11,7336.7593,3274.3507226562506
34851.47,14765.832,20085.63796875
3995.17,31.900486,3963.2695140075684
0.07,67.46413,-67.39412658691407
7204.75,2020.0819,5184.6680908203125
11687.73,7452.0615,4235.6684765625
2644.88,51.09758,2593.7824200439454
0.03,69.32903,-69.29903289794922
1395.51,43.00744,1352.502561340332
4853.71,32.96893,4820.741070709229
55483.3,42591.65,12891.651562500003
13315.7,5261.021,8054.679003906251
1463.27,47.67321,1415.596789855957
6776.88,1565.071,5211.808955078125
5915.59,28.83915,5886.7508505249025
5841.88,31.739319,5810.140681152344
14661.01,5728.7607,8932.2492578125
30298.52,25731.41,4567.10984375
81595.37,65502.94,16092.428593749995
20694.32,15899.496,4794.82390625
13354.14,9554.257,3799.8831640624994
696.0,62.469406,633.5305938720703
19184.73,10820.701,8364.028828125
4030.73,48.783318,3981.946682434082
7921.52,1969.6375,5951.882548828125
14635.58,11350.943,3284.636640625
23842.32,17611.506,6230.814140625
10137.78,5413.2393,4724.540742187501
4822.61,33.13883,4789.471171722412
3973.22,39.318554,3933.9014460754393
14867.91,9637.201,5230.708828125
795.4,66.05607,729.3439315795898
25210.37,17383.197,7827.172734374999
48.48,67.726425,-19.24642517089844
1208.44,59.243225,1149.1967749023438
1444.27,58.021576,1386.2484240722656
31458.99,22332.074,9126.915781250002
23472.93,5110.5537,18362.3762890625
1686.67,66.370056,1620.2999438476563
10245.09,4386.3306,5858.75943359375
8971.28,732.69385,8238.58615234375
5833.77,47.015213,5786.754786987305
14172.03,7871.3115,6300.718476562501
19258.51,3884.7688,15373.741201171873
714.48,57.59189,656.8881115722656
12323.85,65.83321,12258.016786193848
514.77,90.00388,424.7661166381836
6035.54,30.358109,6005.181891479492
160.91,69.5485,91.36149993896484
5.0,72.25535,-67.2553482055664
5688.54,80.41256,5608.127440490723
2782.51,39.610107,2742.899892578125
11268.5,9628.584,1639.916015625
29130.75,20342.303,8788.447265625
49357.03,36151.457,13205.572968749999
52510.14,39353.523,13156.6165625
105961.46,70062.51,35898.95218750001
48131.71,36609.01,11522.69828125
263.0,63.6071,199.3928985595703
533.69,61.639908,472.050092163086
61.6,66.62639,-5.026388549804686
3061.98,46.72416,3015.2558407592774
1754.16,49.927467,1704.2325326538087
25955.26,22579.38,3375.8791406249984
35.81,68.471596,-32.661595764160154
16294.57,8156.701,8137.868828125
7197.43,2569.6663,4627.763740234375
155974.44,131417.19,24557.252500000002
43418.4,34443.566,8974.833593750001
13147.72,7285.1777,5862.542265624999
1193.32,54.669014,1138.6509860229492
12323.72,7710.624,4613.095976562499
3798.41,39.72129,3758.688709411621
160.0,66.7676,93.2323989868164
22.14,64.43542,-42.29541717529297
65500.83,48144.598,17356.23234375
7412.51,3837.7336,3574.776357421875
30888.69,24395.797,6492.893124999999
24216.74,17557.35,6659.390390625002
16216.21,12676.064,3540.145546874999
2591.07,51.62474,2539.445259399414
51.0,69.12681,-18.126808166503906
7941.08,2189.8743,5751.205732421875
0.1,68.56001,-68.46001281738282
6007.12,73.15422,5933.965779418945
5067.56,28.458899,5039.101101455689
4397.56,37.425396,4360.134604034424
40505.26,29121.678,11383.582265625002
2642.97,50.53512,2592.4348818969725
5678.66,29.63121,5649.028789672851
1775.46,61.972992,1713.4870080566407
10304.86,751.23975,9553.62025390625
17581.8,9406.629,8175.171093749999
1056.88,61.542458,995.3375424194337
5429.51,30.496094,5399.01390625
5177.75,28.523485,5149.226514816284
12198.0,5303.374,6894.6259765625
1009.7,55.723747,953.9762527465821
748.02,67.158295,680.8617053222656
704.5,63.108185,641.3918151855469
32513.54,7598.905,24914.63521484375
39.0,69.269905,-30.26990509033203
7854.96,2514.2664,5340.693642578125
20477.64,10339.105,10138.53453125
4739.78,34.0447,4705.735299377441
31914.2,16224.32,15689.8796875
2505.7,42.364326,2463.335673522949
554.01,61.542038,492.4679620361328
340.0,64.22382,275.7761764526367
9.28,66.66041,-57.38040802001953
5384.96,2308.345,3076.615029296875
8809.84,3449.2192,5360.62076171875
1412.15,65.59106,1346.5589431762696
6293.68,24.855946,6268.824054412842
4066.48,33.18051,4033.2994885253906
35827.94,24529.898,11298.041562500002
26375.55,18532.203,7843.346874999999
14459.57,8572.928,5886.642265625
2828.64,35.834038,2792.805962219238
6.14,75.133575,-68.99357543945312
1247.0,56.695335,1190.3046646118164
41257.36,21134.377,20122.983046875
2080.9,50.555527,2030.3444732666017
51870.28,25633.904,26236.375703125
3888.85,38.565964,3850.2840362548827
9229.75,2635.411,6594.339111328125
12291.88,6205.292,6086.588007812499
41315.33,24954.94,16360.390546875002
20510.85,6506.646,14004.204003906249
5234.57,31.597776,5202.972223587036
999.69,66.8665,932.8234991455079
2493.0,48.22115,2444.77885055542
14516.07,6885.791,7630.278984375
3746.39,39.899643,3706.490357055664
23099.19,22574.256,524.9341406249987
18583.43,12458.3955,6125.0344921875
17106.2,9451.99,7654.209765625001
7329.72,79.13409,7250.5859133911135
295.46,66.30959,229.15040679931639
15682.23,6864.797,8817.433125
14244.82,11049.184,3195.6364062499997
4732.16,39.159348,4693.00065246582
12526.23,6692.107,5834.12306640625
28182.02,18724.682,9457.338359375
64748.44,46260.746,18487.693906250002
65767.95,48204.652,17563.297656249997
7163.74,38.671856,7125.068144073486
29.85,65.00034,-35.150343322753905
21478.87,9760.456,11718.413945312499
157.45,66.09703,91.35296936035155
1944.98,50.677513,1894.3024868774414
4849.31,24.57626,4824.733740386963
4499.64,27.299301,4472.340698852539
15915.29,14349.137,1566.1532812500009
90908.53,29385.354,61523.176484375
9574.2,4069.533,5504.667041015626
5648.14,37.871338,5610.268662109375
44.88,68.29855,-23.418553466796872
140.92,66.23727,74.68273345947264
9878.46,4478.547,5399.913124999999
21257.65,12227.725,9029.925390625001
22451.25,14444.744,8006.505859375
1498.94,58.376663,1440.5633367919922
651.27,61.779762,589.4902377319336
6157.0,45.743645,6111.2563552856445
